timestamp,zipcode,number_outages,customers_served,customers_affected,percent_affected
2023-02-23T01:35:11.601Z.json,48221,9,18851,862,4.57
2023-02-23T01:35:11.601Z.json,48843,47,22668,391,1.72
2023-02-23T01:35:11.601Z.json,48320,1,2644,4,0.04
2023-02-23T01:35:11.601Z.json,48356,2,3814,785,20.58
2023-02-23T01:35:11.601Z.json,48312,4,16162,218,1.35
2023-02-23T01:35:11.601Z.json,48383,7,5669,107,1.89
2023-02-23T01:35:11.601Z.json,48329,5,11470,326,2.84
2023-02-23T01:35:11.601Z.json,48141,27,11875,3023,25.46
2023-02-23T01:35:11.601Z.json,48191,18,1808,214,11.84
2023-02-23T01:35:11.601Z.json,48218,3,4509,4,0.09
2023-02-23T01:35:11.601Z.json,48306,1,11082,204,1.84
2023-02-23T01:35:11.601Z.json,48173,64,6029,1244,20.63
2023-02-23T01:35:11.601Z.json,48111,68,23054,2622,11.37
2023-02-23T01:35:11.601Z.json,48309,2,13114,1238,9.44
2023-02-23T01:35:11.601Z.json,48035,4,17012,11,0.06
2023-02-23T01:35:11.601Z.json,48377,1,9900,4,0.01
2023-02-23T01:35:11.601Z.json,48083,8,12239,1096,8.96
2023-02-23T01:35:11.601Z.json,48374,4,6494,9,0.14
2023-02-23T01:35:11.601Z.json,48159,7,1195,67,5.61
2023-02-23T01:35:11.601Z.json,48335,1,13109,5,0.04
2023-02-23T01:35:11.601Z.json,48211,42,4982,413,8.29
2023-02-23T01:35:11.601Z.json,48215,3,8367,4,0.04
2023-02-23T01:35:11.601Z.json,48892,1,2133,17,0.8
2023-02-23T01:35:11.601Z.json,48229,22,5433,1784,32.84
2023-02-23T01:35:11.601Z.json,48138,13,5135,50,0.97
2023-02-23T01:35:11.601Z.json,48117,13,5316,1013,19.06
2023-02-23T01:35:11.601Z.json,48197,52,30336,1242,4.09
2023-02-23T01:35:11.601Z.json,48174,26,16887,1297,7.68
2023-02-23T01:35:11.601Z.json,48317,5,14708,170,1.16
2023-02-23T01:35:11.601Z.json,48150,27,14111,2014,14.27
2023-02-23T01:35:11.601Z.json,48189,1,7055,22,0.31
2023-02-23T01:35:11.601Z.json,48205,14,22365,176,0.79
2023-02-23T01:35:11.601Z.json,48103,116,28774,4816,16.74
2023-02-23T01:35:11.601Z.json,48227,32,23800,161,0.68
2023-02-23T01:35:11.601Z.json,48066,10,23377,3886,16.62
2023-02-23T01:35:11.601Z.json,48461,2,3718,4,0.05
2023-02-23T01:35:11.601Z.json,48166,9,5882,354,6.02
2023-02-23T01:35:11.601Z.json,48198,94,20682,2371,11.46
2023-02-23T01:35:11.601Z.json,48118,14,1263,40,3.17
2023-02-23T01:35:11.601Z.json,48322,2,15386,328,2.13
2023-02-23T01:35:11.601Z.json,48836,3,5887,95,1.61
2023-02-23T01:35:11.601Z.json,48301,9,6447,36,0.56
2023-02-23T01:35:11.601Z.json,48186,48,16143,3688,22.85
2023-02-23T01:35:11.601Z.json,48310,2,17283,36,0.21
2023-02-23T01:35:11.601Z.json,48026,4,7595,1392,18.33
2023-02-23T01:35:11.601Z.json,48116,3,14225,35,0.25
2023-02-23T01:35:11.601Z.json,48089,3,15199,4,0.02
2023-02-23T01:35:11.601Z.json,48091,4,14902,37,0.25
2023-02-23T01:35:11.601Z.json,48183,17,20691,458,2.21
2023-02-23T01:35:11.601Z.json,48164,15,4355,21,0.48
2023-02-23T01:35:11.601Z.json,48126,7,19534,184,0.94
2023-02-23T01:35:11.601Z.json,48185,50,26730,14334,53.63
2023-02-23T01:35:11.601Z.json,48212,2,19050,4,0.02
2023-02-23T01:35:11.601Z.json,48081,1,9922,29,0.29
2023-02-23T01:35:11.601Z.json,48238,21,19230,125,0.65
2023-02-23T01:35:11.601Z.json,48042,1,13887,4,0.01
2023-02-23T01:35:11.601Z.json,48348,1,10155,4,0.01
2023-02-23T01:35:11.601Z.json,49270,36,2452,1471,59.99
2023-02-23T01:35:11.601Z.json,48237,3,14107,4,0.01
2023-02-23T01:35:11.601Z.json,48044,3,21684,141,0.65
2023-02-23T01:35:11.601Z.json,48393,4,9720,241,2.48
2023-02-23T01:35:11.601Z.json,48340,8,11337,28,0.25
2023-02-23T01:35:11.601Z.json,48331,4,9702,5,0.05
2023-02-23T01:35:11.601Z.json,48334,6,9257,941,10.17
2023-02-23T01:35:11.601Z.json,48336,36,12872,4026,31.28
2023-02-23T01:35:11.601Z.json,48084,5,9432,39,0.41
2023-02-23T01:35:11.601Z.json,48209,20,14481,1124,7.76
2023-02-23T01:35:11.601Z.json,48064,2,2184,42,1.92
2023-02-23T01:35:11.601Z.json,48371,1,11114,4,0.01
2023-02-23T01:35:11.601Z.json,48327,7,11963,169,1.41
2023-02-23T01:35:11.601Z.json,48135,45,12761,2885,22.61
2023-02-23T01:35:11.601Z.json,48228,22,26885,87,0.32
2023-02-23T01:35:11.601Z.json,48316,1,13408,4,0.03
2023-02-23T01:35:11.601Z.json,48022,1,1207,4,0.08
2023-02-23T01:35:11.601Z.json,48187,13,23650,4393,18.58
2023-02-23T01:35:11.601Z.json,48124,30,15395,1629,10.58
2023-02-23T01:35:11.601Z.json,48134,19,10929,516,4.72
2023-02-23T01:35:11.601Z.json,48188,10,19723,358,1.82
2023-02-23T01:35:11.601Z.json,48224,4,21226,43,0.2
2023-02-23T01:35:11.601Z.json,48375,1,11831,4,0.01
2023-02-23T01:35:11.601Z.json,48154,17,16961,992,5.85
2023-02-23T01:35:11.601Z.json,48206,1,14332,4,0.01
2023-02-23T01:35:11.601Z.json,48130,36,7514,608,8.09
2023-02-23T01:35:11.601Z.json,48122,2,5589,71,1.27
2023-02-23T01:35:11.601Z.json,48015,1,3833,4,0.03
2023-02-23T01:36:10.942Z.json,48076,1,12752,4,0.01
2023-02-23T01:36:10.942Z.json,48017,2,6334,41,0.65
2023-02-23T01:36:10.942Z.json,48030,3,8665,4,0.03
2023-02-23T01:36:10.942Z.json,48162,40,14313,1843,12.88
2023-02-23T01:36:10.942Z.json,48328,7,12969,201,1.55
2023-02-23T01:36:10.942Z.json,48178,44,16169,1609,9.95
2023-02-23T01:36:10.942Z.json,48219,14,23764,142,0.6
2023-02-23T01:36:10.942Z.json,48326,11,13404,513,3.83
2023-02-23T01:36:10.942Z.json,48034,2,8487,4,0.02
2023-02-23T01:36:10.942Z.json,48168,12,10515,1036,9.85
2023-02-23T01:36:10.942Z.json,48140,22,1254,72,5.74
2023-02-23T01:36:10.942Z.json,48240,2,7949,4,0.03
2023-02-23T01:36:10.942Z.json,49286,21,275,22,8
2023-02-23T01:36:10.942Z.json,48060,1,20663,4,0.01
2023-02-23T01:36:10.942Z.json,48025,66,6544,306,4.68
2023-02-23T01:36:10.942Z.json,48088,8,9972,466,4.67
2023-02-23T01:36:10.942Z.json,48105,62,18445,3720,20.17
2023-02-23T01:36:10.942Z.json,48095,6,2574,449,17.44
2023-02-23T01:36:10.942Z.json,48104,83,21191,6234,29.42
2023-02-23T01:36:10.942Z.json,49276,1,5,5,100
2023-02-23T01:36:10.942Z.json,48314,10,10215,47,0.46
2023-02-23T01:36:10.942Z.json,48092,2,12359,27,0.22
2023-02-23T01:36:10.942Z.json,48021,2,14880,31,0.21
2023-02-23T01:36:10.942Z.json,48214,8,14048,140,1
2023-02-23T01:36:10.942Z.json,48304,9,7752,132,1.7
2023-02-23T01:36:10.942Z.json,48152,9,14949,714,4.78
2023-02-23T01:36:10.942Z.json,48176,30,10124,427,4.22
2023-02-23T01:36:10.942Z.json,48313,88,14840,2786,18.77
2023-02-23T01:36:10.942Z.json,48203,2,20195,25,0.12
2023-02-23T01:36:10.942Z.json,48108,21,14459,1073,7.42
2023-02-23T01:36:10.942Z.json,48213,5,16310,689,4.22
2023-02-23T01:36:10.942Z.json,48128,2,4656,898,19.29
2023-02-23T01:36:10.942Z.json,48324,7,7326,100,1.37
2023-02-23T01:36:10.942Z.json,48390,8,13543,225,1.66
2023-02-23T01:36:10.942Z.json,48067,1,15296,4,0.01
2023-02-23T01:36:10.942Z.json,48131,20,4301,52,1.21
2023-02-23T01:36:10.942Z.json,48170,26,21437,774,3.61
2023-02-23T01:36:10.942Z.json,48179,3,1554,17,1.09
2023-02-23T01:36:10.942Z.json,48193,7,7607,795,10.45
2023-02-23T01:36:10.942Z.json,48195,13,15338,4674,30.47
2023-02-23T01:36:10.942Z.json,48210,2,15489,4,0.01
2023-02-23T01:36:10.942Z.json,48453,1,2314,4,0.04
2023-02-23T01:36:10.942Z.json,48033,2,9294,4,0.02
2023-02-23T01:36:10.942Z.json,48234,11,18061,68,0.38
2023-02-23T01:36:10.942Z.json,48223,4,14052,21,0.15
2023-02-23T01:36:10.942Z.json,48093,3,11664,4,0.03
2023-02-23T01:36:10.942Z.json,48158,3,896,95,10.6
2023-02-23T01:36:10.942Z.json,48180,47,29830,1852,6.21
2023-02-23T01:36:10.942Z.json,48217,11,4676,277,5.92
2023-02-23T01:36:10.942Z.json,48239,5,16693,5,0.03
2023-02-23T01:36:10.942Z.json,48315,2,13582,111,0.82
2023-02-23T01:36:10.942Z.json,49228,1,4,4,100
2023-02-23T01:36:10.942Z.json,48161,15,8394,933,11.12
2023-02-23T01:36:10.942Z.json,48220,6,13202,50,0.38
2023-02-23T01:36:10.942Z.json,48038,2,23756,4,0.01
2023-02-23T01:36:10.942Z.json,48101,24,12997,1806,13.9
2023-02-23T01:36:10.942Z.json,48235,16,21361,48,0.22
2023-02-23T01:36:10.942Z.json,48341,1,8620,4,0.01
2023-02-23T01:36:10.942Z.json,48120,4,3299,15,0.45
2023-02-23T01:36:10.942Z.json,48169,2,9592,4,0.03
2023-02-23T01:36:10.942Z.json,48225,3,6939,4,0.04
2023-02-23T01:36:10.942Z.json,48160,65,6347,649,10.23
2023-02-23T01:36:10.942Z.json,48009,1,12325,4,0.01
2023-02-23T01:36:10.942Z.json,48080,5,12218,1969,16.12
2023-02-23T01:36:10.942Z.json,48085,2,10333,777,7.52
2023-02-23T01:36:10.942Z.json,48236,7,13671,78,0.57
2023-02-23T01:36:10.942Z.json,48382,19,9557,574,6.01
2023-02-23T01:36:10.942Z.json,48109,5,140,84,60
2023-02-23T01:36:10.942Z.json,48071,1,15807,4,0.01
2023-02-23T01:36:10.942Z.json,49238,6,99,13,13.13
2023-02-23T01:36:10.942Z.json,48755,1,2451,4,0.04
2023-02-23T01:36:10.942Z.json,48146,39,17970,6843,38.08
2023-02-23T01:36:10.942Z.json,48114,2,9411,4,0.02
2023-02-23T01:36:10.942Z.json,48127,19,15852,410,2.59
2023-02-23T01:36:10.942Z.json,49236,12,641,31,4.84
2023-02-23T01:36:10.942Z.json,48125,22,9878,2277,23.05
2023-02-23T01:36:10.942Z.json,48184,19,8766,1066,12.16
2023-02-23T01:36:10.942Z.json,48204,6,18497,29,0.16
2023-02-23T01:36:10.942Z.json,48054,1,3558,187,5.26
2023-02-23T01:36:10.942Z.json,48381,18,7080,73,1.03
2023-02-23T01:36:10.942Z.json,48342,1,9104,12,0.13
2023-02-23T01:36:10.942Z.json,48346,4,10946,203,1.85
2023-02-23T01:36:10.942Z.json,48073,4,19092,857,4.49
2023-02-23T01:36:10.942Z.json,48167,9,12416,477,3.84
2023-02-23T01:36:10.942Z.json,48221,9,18851,862,4.57
2023-02-23T01:36:10.942Z.json,48843,47,22668,391,1.72
2023-02-23T01:36:10.942Z.json,48320,1,2644,4,0.04
2023-02-23T01:36:10.942Z.json,48356,2,3814,785,20.58
2023-02-23T01:36:10.942Z.json,48312,4,16162,218,1.35
2023-02-23T01:36:10.942Z.json,48383,7,5669,107,1.89
2023-02-23T01:36:10.942Z.json,48329,5,11470,326,2.84
2023-02-23T01:36:10.942Z.json,48141,27,11875,3023,25.46
2023-02-23T01:36:10.942Z.json,48191,18,1808,214,11.84
2023-02-23T01:36:10.942Z.json,48218,3,4509,4,0.09
2023-02-23T01:36:10.942Z.json,48306,1,11082,204,1.84
2023-02-23T01:36:10.942Z.json,48173,64,6029,1244,20.63
2023-02-23T01:36:10.942Z.json,48111,68,23054,2622,11.37
2023-02-23T01:36:10.942Z.json,48309,2,13114,1238,9.44
2023-02-23T01:36:10.942Z.json,48035,4,17012,11,0.06
2023-02-23T01:36:10.942Z.json,48377,1,9900,4,0.01
2023-02-23T01:36:10.942Z.json,48083,8,12239,1096,8.96
2023-02-23T01:36:10.942Z.json,48374,4,6494,9,0.14
2023-02-23T01:36:10.942Z.json,48159,7,1195,67,5.61
2023-02-23T01:36:10.942Z.json,48335,1,13109,5,0.04
2023-02-23T01:36:10.942Z.json,48211,42,4982,413,8.29
2023-02-23T01:36:10.942Z.json,48215,3,8367,4,0.04
2023-02-23T01:36:10.942Z.json,48892,1,2133,17,0.8
2023-02-23T01:36:10.942Z.json,48229,22,5433,1784,32.84
2023-02-23T01:36:10.942Z.json,48138,13,5135,50,0.97
2023-02-23T01:36:10.942Z.json,48117,13,5316,1013,19.06
2023-02-23T01:36:10.942Z.json,48197,52,30336,1242,4.09
2023-02-23T01:36:10.942Z.json,48174,26,16887,1297,7.68
2023-02-23T01:36:10.942Z.json,48317,5,14708,170,1.16
2023-02-23T01:36:10.942Z.json,48150,27,14111,2014,14.27
2023-02-23T01:36:10.942Z.json,48189,1,7055,22,0.31
2023-02-23T01:36:10.942Z.json,48205,14,22365,176,0.79
2023-02-23T01:36:10.942Z.json,48103,116,28774,4816,16.74
2023-02-23T01:36:10.942Z.json,48227,32,23800,161,0.68
2023-02-23T01:36:10.942Z.json,48066,10,23377,3886,16.62
2023-02-23T01:36:10.942Z.json,48461,2,3718,4,0.05
2023-02-23T01:36:10.942Z.json,48166,9,5882,354,6.02
2023-02-23T01:36:10.942Z.json,48198,94,20682,2371,11.46
2023-02-23T01:36:10.942Z.json,48118,14,1263,40,3.17
2023-02-23T01:36:10.942Z.json,48322,2,15386,328,2.13
2023-02-23T01:36:10.942Z.json,48836,3,5887,95,1.61
2023-02-23T01:36:10.942Z.json,48301,9,6447,36,0.56
2023-02-23T01:36:10.942Z.json,48186,48,16143,3688,22.85
2023-02-23T01:36:10.942Z.json,48310,2,17283,36,0.21
2023-02-23T01:36:10.942Z.json,48026,4,7595,1392,18.33
2023-02-23T01:36:10.942Z.json,48116,3,14225,35,0.25
2023-02-23T01:36:10.942Z.json,48089,3,15199,4,0.02
2023-02-23T01:36:10.942Z.json,48091,4,14902,37,0.25
2023-02-23T01:36:10.942Z.json,48183,17,20691,458,2.21
2023-02-23T01:36:10.942Z.json,48164,15,4355,21,0.48
2023-02-23T01:36:10.942Z.json,48126,7,19534,184,0.94
2023-02-23T01:36:10.942Z.json,48185,50,26730,14334,53.63
2023-02-23T01:36:10.942Z.json,48212,2,19050,4,0.02
2023-02-23T01:36:10.942Z.json,48081,1,9922,29,0.29
2023-02-23T01:36:10.942Z.json,48238,21,19230,125,0.65
2023-02-23T01:36:10.942Z.json,48042,1,13887,4,0.01
2023-02-23T01:36:10.942Z.json,48348,1,10155,4,0.01
2023-02-23T01:36:10.942Z.json,49270,36,2452,1471,59.99
2023-02-23T01:36:10.942Z.json,48237,3,14107,4,0.01
2023-02-23T01:36:10.942Z.json,48044,3,21684,141,0.65
2023-02-23T01:36:10.942Z.json,48393,4,9720,241,2.48
2023-02-23T01:36:10.942Z.json,48340,8,11337,28,0.25
2023-02-23T01:36:10.942Z.json,48331,4,9702,5,0.05
2023-02-23T01:36:10.942Z.json,48334,6,9257,941,10.17
2023-02-23T01:36:10.942Z.json,48336,36,12872,4026,31.28
2023-02-23T01:36:10.942Z.json,48084,5,9432,39,0.41
2023-02-23T01:36:10.942Z.json,48209,20,14481,1124,7.76
2023-02-23T01:36:10.942Z.json,48064,2,2184,42,1.92
2023-02-23T01:36:10.942Z.json,48371,1,11114,4,0.01
2023-02-23T01:36:10.942Z.json,48327,7,11963,169,1.41
2023-02-23T01:36:10.942Z.json,48135,45,12761,2885,22.61
2023-02-23T01:36:10.942Z.json,48228,22,26885,87,0.32
2023-02-23T01:36:10.942Z.json,48316,1,13408,4,0.03
2023-02-23T01:36:10.942Z.json,48022,1,1207,4,0.08
2023-02-23T01:36:10.942Z.json,48187,13,23650,4393,18.58
2023-02-23T01:36:10.942Z.json,48124,30,15395,1629,10.58
2023-02-23T01:36:10.942Z.json,48134,19,10929,516,4.72
2023-02-23T01:36:10.942Z.json,48188,10,19723,358,1.82
2023-02-23T01:36:10.942Z.json,48224,4,21226,43,0.2
2023-02-23T01:36:10.942Z.json,48375,1,11831,4,0.01
2023-02-23T01:36:10.942Z.json,48154,17,16961,992,5.85
2023-02-23T01:36:10.942Z.json,48206,1,14332,4,0.01
2023-02-23T01:36:10.942Z.json,48130,36,7514,608,8.09
2023-02-23T01:36:10.942Z.json,48122,2,5589,71,1.27
2023-02-23T01:36:10.942Z.json,48015,1,3833,4,0.03
2023-02-23T01:37:10.834Z.json,48076,1,12752,4,0.01
2023-02-23T01:37:10.834Z.json,48017,2,6334,41,0.65
2023-02-23T01:37:10.834Z.json,48030,3,8665,4,0.03
2023-02-23T01:37:10.834Z.json,48162,40,14313,1843,12.88
2023-02-23T01:37:10.834Z.json,48328,7,12969,201,1.55
2023-02-23T01:37:10.834Z.json,48178,44,16169,1609,9.95
2023-02-23T01:37:10.834Z.json,48219,14,23764,142,0.6
2023-02-23T01:37:10.834Z.json,48326,11,13404,513,3.83
2023-02-23T01:37:10.834Z.json,48034,2,8487,4,0.02
2023-02-23T01:37:10.834Z.json,48168,12,10515,1036,9.85
2023-02-23T01:37:10.834Z.json,48140,22,1254,72,5.74
2023-02-23T01:37:10.834Z.json,48240,2,7949,4,0.03
2023-02-23T01:37:10.834Z.json,49286,21,275,22,8
2023-02-23T01:37:10.834Z.json,48060,1,20663,4,0.01
2023-02-23T01:37:10.834Z.json,48025,66,6544,306,4.68
2023-02-23T01:37:10.834Z.json,48088,8,9972,466,4.67
2023-02-23T01:37:10.834Z.json,48105,62,18445,3720,20.17
2023-02-23T01:37:10.834Z.json,48095,6,2574,449,17.44
2023-02-23T01:37:10.834Z.json,48104,83,21191,6234,29.42
2023-02-23T01:37:10.834Z.json,49276,1,5,5,100
2023-02-23T01:37:10.834Z.json,48314,10,10215,47,0.46
2023-02-23T01:37:10.834Z.json,48092,2,12359,27,0.22
2023-02-23T01:37:10.834Z.json,48021,2,14880,31,0.21
2023-02-23T01:37:10.834Z.json,48214,8,14048,140,1
2023-02-23T01:37:10.834Z.json,48304,9,7752,132,1.7
2023-02-23T01:37:10.834Z.json,48152,9,14949,714,4.78
2023-02-23T01:37:10.834Z.json,48176,30,10124,427,4.22
2023-02-23T01:37:10.834Z.json,48313,88,14840,2786,18.77
2023-02-23T01:37:10.834Z.json,48203,2,20195,25,0.12
2023-02-23T01:37:10.834Z.json,48108,21,14459,1073,7.42
2023-02-23T01:37:10.834Z.json,48213,5,16310,689,4.22
2023-02-23T01:37:10.834Z.json,48128,2,4656,898,19.29
2023-02-23T01:37:10.834Z.json,48324,7,7326,100,1.37
2023-02-23T01:37:10.834Z.json,48390,8,13543,225,1.66
2023-02-23T01:37:10.834Z.json,48067,1,15296,4,0.01
2023-02-23T01:37:10.834Z.json,48131,20,4301,52,1.21
2023-02-23T01:37:10.834Z.json,48170,26,21437,774,3.61
2023-02-23T01:37:10.834Z.json,48179,3,1554,17,1.09
2023-02-23T01:37:10.834Z.json,48193,7,7607,795,10.45
2023-02-23T01:37:10.834Z.json,48195,13,15338,4674,30.47
2023-02-23T01:37:10.834Z.json,48210,2,15489,4,0.01
2023-02-23T01:37:10.834Z.json,48453,1,2314,4,0.04
2023-02-23T01:37:10.834Z.json,48033,2,9294,4,0.02
2023-02-23T01:37:10.834Z.json,48234,11,18061,68,0.38
2023-02-23T01:37:10.834Z.json,48223,4,14052,21,0.15
2023-02-23T01:37:10.834Z.json,48093,3,11664,4,0.03
2023-02-23T01:37:10.834Z.json,48158,3,896,95,10.6
2023-02-23T01:37:10.834Z.json,48180,47,29830,1852,6.21
2023-02-23T01:37:10.834Z.json,48217,11,4676,277,5.92
2023-02-23T01:37:10.834Z.json,48239,5,16693,5,0.03
2023-02-23T01:37:10.834Z.json,48315,2,13582,111,0.82
2023-02-23T01:37:10.834Z.json,49228,1,4,4,100
2023-02-23T01:37:10.834Z.json,48161,15,8394,933,11.12
2023-02-23T01:37:10.834Z.json,48220,6,13202,50,0.38
2023-02-23T01:37:10.834Z.json,48038,2,23756,4,0.01
2023-02-23T01:37:10.834Z.json,48101,24,12997,1806,13.9
2023-02-23T01:37:10.834Z.json,48235,16,21361,48,0.22
2023-02-23T01:37:10.834Z.json,48341,1,8620,4,0.01
2023-02-23T01:37:10.834Z.json,48120,4,3299,15,0.45
2023-02-23T01:37:10.834Z.json,48169,2,9592,4,0.03
2023-02-23T01:37:10.834Z.json,48225,3,6939,4,0.04
2023-02-23T01:37:10.834Z.json,48160,65,6347,649,10.23
2023-02-23T01:37:10.834Z.json,48009,1,12325,4,0.01
2023-02-23T01:37:10.834Z.json,48080,5,12218,1969,16.12
2023-02-23T01:37:10.834Z.json,48085,2,10333,777,7.52
2023-02-23T01:37:10.834Z.json,48236,7,13671,78,0.57
2023-02-23T01:37:10.834Z.json,48382,19,9557,574,6.01
2023-02-23T01:37:10.834Z.json,48109,5,140,84,60
2023-02-23T01:37:10.834Z.json,48071,1,15807,4,0.01
2023-02-23T01:37:10.834Z.json,49238,6,99,13,13.13
2023-02-23T01:37:10.834Z.json,48755,1,2451,4,0.04
2023-02-23T01:37:10.834Z.json,48146,39,17970,6843,38.08
2023-02-23T01:37:10.834Z.json,48114,2,9411,4,0.02
2023-02-23T01:37:10.834Z.json,48127,19,15852,410,2.59
2023-02-23T01:37:10.834Z.json,49236,12,641,31,4.84
2023-02-23T01:37:10.834Z.json,48125,22,9878,2277,23.05
2023-02-23T01:37:10.834Z.json,48184,19,8766,1066,12.16
2023-02-23T01:37:10.834Z.json,48204,6,18497,29,0.16
2023-02-23T01:37:10.834Z.json,48054,1,3558,187,5.26
2023-02-23T01:37:10.834Z.json,48381,18,7080,73,1.03
2023-02-23T01:37:10.834Z.json,48342,1,9104,12,0.13
2023-02-23T01:37:10.834Z.json,48346,4,10946,203,1.85
2023-02-23T01:37:10.834Z.json,48073,4,19092,857,4.49
2023-02-23T01:37:10.834Z.json,48167,9,12416,477,3.84
2023-02-23T01:37:10.834Z.json,48221,9,18851,862,4.57
2023-02-23T01:37:10.834Z.json,48843,47,22668,391,1.72
2023-02-23T01:37:10.834Z.json,48320,1,2644,4,0.04
2023-02-23T01:37:10.834Z.json,48356,2,3814,785,20.58
2023-02-23T01:37:10.834Z.json,48312,4,16162,218,1.35
2023-02-23T01:37:10.834Z.json,48383,7,5669,107,1.89
2023-02-23T01:37:10.834Z.json,48329,5,11470,326,2.84
2023-02-23T01:37:10.834Z.json,48141,27,11875,3023,25.46
2023-02-23T01:37:10.834Z.json,48191,18,1808,214,11.84
2023-02-23T01:37:10.834Z.json,48218,3,4509,4,0.09
2023-02-23T01:37:10.834Z.json,48306,1,11082,204,1.84
2023-02-23T01:37:10.834Z.json,48173,64,6029,1244,20.63
2023-02-23T01:37:10.834Z.json,48111,68,23054,2622,11.37
2023-02-23T01:37:10.834Z.json,48309,2,13114,1238,9.44
2023-02-23T01:37:10.834Z.json,48035,4,17012,11,0.06
2023-02-23T01:37:10.834Z.json,48377,1,9900,4,0.01
2023-02-23T01:37:10.834Z.json,48083,8,12239,1096,8.96
2023-02-23T01:37:10.834Z.json,48374,4,6494,9,0.14
2023-02-23T01:37:10.834Z.json,48159,7,1195,67,5.61
2023-02-23T01:37:10.834Z.json,48335,1,13109,5,0.04
2023-02-23T01:37:10.834Z.json,48211,42,4982,413,8.29
2023-02-23T01:37:10.834Z.json,48215,3,8367,4,0.04
2023-02-23T01:37:10.834Z.json,48892,1,2133,17,0.8
2023-02-23T01:37:10.834Z.json,48229,22,5433,1784,32.84
2023-02-23T01:37:10.834Z.json,48138,13,5135,50,0.97
2023-02-23T01:37:10.834Z.json,48117,13,5316,1013,19.06
2023-02-23T01:37:10.834Z.json,48197,52,30336,1242,4.09
2023-02-23T01:37:10.834Z.json,48174,26,16887,1297,7.68
2023-02-23T01:37:10.834Z.json,48317,5,14708,170,1.16
2023-02-23T01:37:10.834Z.json,48150,27,14111,2014,14.27
2023-02-23T01:37:10.834Z.json,48189,1,7055,22,0.31
2023-02-23T01:37:10.834Z.json,48205,14,22365,176,0.79
2023-02-23T01:37:10.834Z.json,48103,116,28774,4816,16.74
2023-02-23T01:37:10.834Z.json,48227,32,23800,161,0.68
2023-02-23T01:37:10.834Z.json,48066,10,23377,3886,16.62
2023-02-23T01:37:10.834Z.json,48461,2,3718,4,0.05
2023-02-23T01:37:10.834Z.json,48166,9,5882,354,6.02
2023-02-23T01:37:10.834Z.json,48198,94,20682,2371,11.46
2023-02-23T01:37:10.834Z.json,48118,14,1263,40,3.17
2023-02-23T01:37:10.834Z.json,48322,2,15386,328,2.13
2023-02-23T01:37:10.834Z.json,48836,3,5887,95,1.61
2023-02-23T01:37:10.834Z.json,48301,9,6447,36,0.56
2023-02-23T01:37:10.834Z.json,48186,48,16143,3688,22.85
2023-02-23T01:37:10.834Z.json,48310,2,17283,36,0.21
2023-02-23T01:37:10.834Z.json,48026,4,7595,1392,18.33
2023-02-23T01:37:10.834Z.json,48116,3,14225,35,0.25
2023-02-23T01:37:10.834Z.json,48089,3,15199,4,0.02
2023-02-23T01:37:10.834Z.json,48091,4,14902,37,0.25
2023-02-23T01:37:10.834Z.json,48183,17,20691,458,2.21
2023-02-23T01:37:10.834Z.json,48164,15,4355,21,0.48
2023-02-23T01:37:10.834Z.json,48126,7,19534,184,0.94
2023-02-23T01:37:10.834Z.json,48185,50,26730,14334,53.63
2023-02-23T01:37:10.834Z.json,48212,2,19050,4,0.02
2023-02-23T01:37:10.834Z.json,48081,1,9922,29,0.29
2023-02-23T01:37:10.834Z.json,48238,21,19230,125,0.65
2023-02-23T01:37:10.834Z.json,48042,1,13887,4,0.01
2023-02-23T01:37:10.834Z.json,48348,1,10155,4,0.01
2023-02-23T01:37:10.834Z.json,49270,36,2452,1471,59.99
2023-02-23T01:37:10.834Z.json,48237,3,14107,4,0.01
2023-02-23T01:37:10.834Z.json,48044,3,21684,141,0.65
2023-02-23T01:37:10.834Z.json,48393,4,9720,241,2.48
2023-02-23T01:37:10.834Z.json,48340,8,11337,28,0.25
2023-02-23T01:37:10.834Z.json,48331,4,9702,5,0.05
2023-02-23T01:37:10.834Z.json,48334,6,9257,941,10.17
2023-02-23T01:37:10.834Z.json,48336,36,12872,4026,31.28
2023-02-23T01:37:10.834Z.json,48084,5,9432,39,0.41
2023-02-23T01:37:10.834Z.json,48209,20,14481,1124,7.76
2023-02-23T01:37:10.834Z.json,48064,2,2184,42,1.92
2023-02-23T01:37:10.834Z.json,48371,1,11114,4,0.01
2023-02-23T01:37:10.834Z.json,48327,7,11963,169,1.41
2023-02-23T01:37:10.834Z.json,48135,45,12761,2885,22.61
2023-02-23T01:37:10.834Z.json,48228,22,26885,87,0.32
2023-02-23T01:37:10.834Z.json,48316,1,13408,4,0.03
2023-02-23T01:37:10.834Z.json,48022,1,1207,4,0.08
2023-02-23T01:37:10.834Z.json,48187,13,23650,4393,18.58
2023-02-23T01:37:10.834Z.json,48124,30,15395,1629,10.58
2023-02-23T01:37:10.834Z.json,48134,19,10929,516,4.72
2023-02-23T01:37:10.834Z.json,48188,10,19723,358,1.82
2023-02-23T01:37:10.834Z.json,48224,4,21226,43,0.2
2023-02-23T01:37:10.834Z.json,48375,1,11831,4,0.01
2023-02-23T01:37:10.834Z.json,48154,17,16961,992,5.85
2023-02-23T01:37:10.834Z.json,48206,1,14332,4,0.01
2023-02-23T01:37:10.834Z.json,48130,36,7514,608,8.09
